HemeBinding_Shp PF11545.14 154 0.0017 0.85
RA_2 PF21989.2 154 0.0033 0.85
RA_2 PF21989.2 154 0.0033 0.85
FlgD_ig PF13860.13 154 0.0093 0.85
FlgD_ig PF13860.13 154 0.0093 0.85
MreB-like_C PF21522.3 154 0.012 0.80
MreB-like_C PF21522.3 154 0.012 0.75
CFAP298 PF11069.13 154 0.022 0.75
CFAP298 PF11069.13 154 0.022 0.79
CFAP298 PF11069.13 154 0.022 0.73
CFAP298 PF11069.13 154 0.022 0.79
AIMA-like_N PF21568.3 154 0.027 0.85
AIMA-like_N PF21568.3 154 0.027 0.85
Big_3_3 PF13750.12 154 0.04 0.87
Big_3_3 PF13750.12 154 0.04 0.84
DUF3861 PF12977.12 154 0.042 0.87
DUF3861 PF12977.12 154 0.042 0.84
ACT_4 PF13291.12 154 0.059 0.87
ACT_4 PF13291.12 154 0.059 0.87
Crinkler PF20147.5 154 0.066 0.68
Crinkler PF20147.5 154 0.066 0.68
ACT_5 PF13710.12 154 0.084 0.83
ACT_5 PF13710.12 154 0.084 0.81
PurS PF02700.19 154 0.11 0.78
PurS PF02700.19 154 0.11 0.76
TmoB PF06234.18 154 0.13 0.87
TmoB PF06234.18 154 0.13 0.87
TT1_Tal PF24650.2 154 0.16 0.84
TT1_Tal PF24650.2 154 0.16 0.84
UDP-g_GGTase PF06427.17 154 0.25 0.83
UDP-g_GGTase PF06427.17 154 0.25 0.86
Cpn60_TCP1 PF00118.29 40 2e-12 0.97
Cpn60_TCP1 PF00118.29 83 9.4e-11 0.95
Cpn60_TCP1 PF00118.29 223 3.2e-51 0.97
Cpn60_TCP1 PF00118.29 229 2e-67 0.98
HI0933_like PF03486.20 229 0.066 0.82
HI0933_like PF03486.20 229 0.066 0.93
Cpn60_TCP1 PF00118.29 550 1.5e-25 0.85
Cpn60_TCP1 PF00118.29 550 1.5e-25 0.73
Cpn60_TCP1 PF00118.29 108 2.7e-19 0.98
Cpn60_TCP1 PF00118.29 71 2.4e-14 0.90
OpcA_G6PD_assem PF10128.15 71 0.18 0.87
Cpn60_TCP1 PF00118.29 55 8.6e-08 0.93
Cpn60_TCP1 PF00118.29 72 2.6e-08 0.93
Cpn60_TCP1 PF00118.29 57 4e-14 0.97
Cpn60_TCP1 PF00118.29 60 2.7e-15 0.97
Cpn60_TCP1 PF00118.29 121 1.7e-29 0.98
Cpn60_TCP1 PF00118.29 96 1.4e-13 0.91
Cpn60_TCP1 PF00118.29 103 1e-21 0.91
Cpn60_TCP1 PF00118.29 42 2.3e-05 0.96
Cpn60_TCP1 PF00118.29 405 1.8e-28 0.88
Piezo_cap PF12166.14 405 0.45 0.80
Piezo_cap PF12166.14 405 0.45 0.87
Piezo_cap PF12166.14 405 0.45 0.65
Cpn60_TCP1 PF00118.29 149 1.9e-24 0.90
Comm PF15957.10 149 0.69 0.86
Cpn60_TCP1 PF00118.29 99 0.00046 0.81
Cpn60_TCP1 PF00118.29 72 1.4e-13 0.93
Cpn60_TCP1 PF00118.29 87 2e-07 0.88
Cpn60_TCP1 PF00118.29 65 4.9e-14 0.97
Cpn60_TCP1 PF00118.29 94 1.6e-18 0.95
Helicase_C PF00271.37 112 1.1e-29 0.94
Cas3-like_C_2 PF22590.2 112 0.0015 0.81
P-loop_SecA PF21090.3 112 0.0039 0.66
P-loop_SecA PF21090.3 112 0.0039 0.86
Cpn60_TCP1 PF00118.29 67 2.5e-06 0.86
Cpn60_TCP1 PF00118.29 82 1.7e-10 0.95
Cpn60_TCP1 PF00118.29 216 1.3e-25 0.88
Cpn60_TCP1 PF00118.29 131 2.6e-21 0.89
Cpn60_TCP1 PF00118.29 81 5.9e-07 0.93
Cpn60_TCP1 PF00118.29 79 7.7e-09 0.94
DUF4024 PF13216.11 79 0.15 0.82
Cpn60_TCP1 PF00118.29 69 8e-12 0.93
Cpn60_TCP1 PF00118.29 98 3.9e-18 0.97
RNase_P_Rpp14 PF01900.24 98 0.011 0.78
RNase_P_Rpp14 PF01900.24 98 0.011 0.89
TreT_GT1 PF21269.3 98 0.06 0.80
Cpn60_TCP1 PF00118.29 89 1.9e-18 0.99
